feature	coef	Family_Name
M00503_ATHB5_01_FWD_3_OC_P_ROOT	0	Homeobox
M00503_ATHB5_01_FWD_4_OC_P_LEAF	0	Homeobox
M00503_ATHB5_01_FWD_4_OC_P_ROOT	0	Homeobox
M00503_ATHB5_01_FWD_1_OC_P_ROOT	0	Homeobox
M00503_ATHB5_01_REV_7	0	Homeobox
M00503_ATHB5_01_REV_5_OC_P_LEAF	0	Homeobox
M00503_ATHB5_01_FWD_7_OC_P_LEAF	0	Homeobox
M00503_ATHB5_01_REV_7_OC_P_LEAF	0	Homeobox
M00503_ATHB5_01_FWD_7_OC_P_ROOT	0	Homeobox
M00503_ATHB5_01_FWD_6_OC_P_ROOT	0	Homeobox
M00503_ATHB5_01_REV_4_OC_P_LEAF	0	Homeobox
M00503_ATHB5_01_FWD_3_OC_P_LEAF	0	Homeobox
M00503_ATHB5_01_FWD_2_OC_P_LEAF	0	Homeobox
M00503_ATHB5_01_FWD_3	0	Homeobox
M00503_ATHB5_01_FWD_5_OC_P_LEAF	0	Homeobox
M00503_ATHB5_01_REV_4_OC_P_ROOT	0	Homeobox
M00503_ATHB5_01_REV_1	0	Homeobox
M00503_ATHB5_01_REV_2_OC_P_ROOT	0	Homeobox
M00503_ATHB5_01_REV_2	0	Homeobox
M00503_ATHB5_01_REV_7_OC_P_ROOT	0	Homeobox
M00503_ATHB5_01_REV_3	0	Homeobox
M00503_ATHB5_01_REV_3_OC_P_ROOT	0	Homeobox
M00503_ATHB5_01_FWD_1_OC_P_LEAF	0	Homeobox
M00503_ATHB5_01_REV_1_OC_P_LEAF	0	Homeobox
M00503_ATHB5_01_FWD_5_OC_P_ROOT	0	Homeobox
M00503_ATHB5_01_FWD_7	0	Homeobox
M00503_ATHB5_01_REV_5	0	Homeobox
M00503_ATHB5_01_REV_2_OC_P_LEAF	0	Homeobox
M00503_ATHB5_01_REV_3_OC_P_LEAF	0	Homeobox
M00635_GT1_Q6_FWD_6_OC_P_LEAF	0	Trihelix
M00635_GT1_Q6_FWD_4	0	Trihelix
M00635_GT1_Q6_REV_5_OC_P_ROOT	0	Trihelix
M00635_GT1_Q6_FWD_5_OC_P_LEAF	0	Trihelix
M00635_GT1_Q6_FWD_2_OC_P_ROOT	0	Trihelix
M00635_GT1_Q6_REV_4_OC_P_LEAF	0	Trihelix
M00635_GT1_Q6_FWD_4_OC_P_ROOT	0	Trihelix
M00635_GT1_Q6_REV_3_OC_P_ROOT	0	Trihelix
M00635_GT1_Q6_FWD_2	0	Trihelix
M00635_GT1_Q6_FWD_6_OC_P_ROOT	0	Trihelix
M00635_GT1_Q6_FWD_5_OC_P_ROOT	0	Trihelix
M00635_GT1_Q6_REV_7	0	Trihelix
M00635_GT1_Q6_FWD_4_OC_P_LEAF	0	Trihelix
M00635_GT1_Q6_FWD_1	0	Trihelix
M00635_GT1_Q6_FWD_3_OC_P_ROOT	0	Trihelix
M00635_GT1_Q6_REV_3_OC_P_LEAF	0	Trihelix
M00635_GT1_Q6_REV_2	0	Trihelix
M00635_GT1_Q6_REV_3	0	Trihelix
M00635_GT1_Q6_REV_1	0	Trihelix
M00635_GT1_Q6_FWD_1_OC_P_LEAF	0	Trihelix
M00635_GT1_Q6_FWD_6	0	Trihelix
M00635_GT1_Q6_REV_6_OC_P_ROOT	0	Trihelix
M00635_GT1_Q6_REV_2_OC_P_LEAF	0	Trihelix
M00635_GT1_Q6_FWD_1_OC_P_ROOT	0	Trihelix
M00635_GT1_Q6_REV_1_OC_P_LEAF	0	Trihelix
M00635_GT1_Q6_FWD_2_OC_P_LEAF	0	Trihelix
M00635_GT1_Q6_FWD_7_OC_P_ROOT	0	Trihelix
M00635_GT1_Q6_REV_2_OC_P_ROOT	0	Trihelix
M00635_GT1_Q6_REV_6_OC_P_LEAF	0	Trihelix
M00635_GT1_Q6_FWD_3_OC_P_LEAF	0	Trihelix
M00635_GT1_Q6_REV_1_OC_P_ROOT	0	Trihelix
M00635_GT1_Q6_FWD_3	0	Trihelix
M00635_GT1_Q6_REV_6	0	Trihelix
M00635_GT1_Q6_FWD_7	0	Trihelix
M00635_GT1_Q6_FWD_7_OC_P_LEAF	0	Trihelix
M00635_GT1_Q6_REV_7_OC_P_ROOT	0	Trihelix
M0072_1.02_FWD_5_OC_P_ROOT	0	AP2
M0072_1.02_FWD_7	0	AP2
M0072_1.02_FWD_4	0	AP2
M0072_1.02_REV_1_OC_P_LEAF	0	AP2
M0072_1.02_REV_7_OC_P_ROOT	0	AP2
M0072_1.02_FWD_2_OC_P_ROOT	0	AP2
M0072_1.02_FWD_3_OC_P_ROOT	0	AP2
M0072_1.02_FWD_5_OC_P_LEAF	0	AP2
M0072_1.02_REV_2	0	AP2
M0072_1.02_REV_6_OC_P_LEAF	0	AP2
M0072_1.02_FWD_3_OC_P_LEAF	0	AP2
M0072_1.02_REV_1_OC_P_ROOT	0	AP2
M0072_1.02_FWD_1	0	AP2
M0072_1.02_FWD_7_OC_P_LEAF	0	AP2
M0072_1.02_FWD_4_OC_P_ROOT	0	AP2
M0072_1.02_FWD_2	0	AP2
M0072_1.02_REV_3	0	AP2
M0072_1.02_REV_4_OC_P_ROOT	0	AP2
M0072_1.02_FWD_2_OC_P_LEAF	0	AP2
M0072_1.02_FWD_6_OC_P_LEAF	0	AP2
M0072_1.02_FWD_6	0	AP2
M0072_1.02_FWD_5	0	AP2
M0072_1.02_REV_5_OC_P_ROOT	0	AP2
M0072_1.02_REV_7_OC_P_LEAF	0	AP2
M0072_1.02_REV_1	0	AP2
M0072_1.02_FWD_7_OC_P_ROOT	0	AP2
M0072_1.02_REV_2_OC_P_LEAF	0	AP2
M0072_1.02_REV_5_OC_P_LEAF	0	AP2
M0072_1.02_REV_3_OC_P_ROOT	0	AP2
M0072_1.02_REV_2_OC_P_ROOT	0	AP2
M0072_1.02_REV_6_OC_P_ROOT	0	AP2
M0072_1.02_FWD_1_OC_P_LEAF	0	AP2
M0072_1.02_FWD_3	0	AP2
M0072_1.02_REV_3_OC_P_LEAF	0	AP2
M0072_1.02_FWD_4_OC_P_LEAF	0	AP2
M0072_1.02_FWD_1_OC_P_ROOT	0	AP2
M0072_1.02_REV_5	0	AP2
M0072_1.02_FWD_6_OC_P_ROOT	0	AP2
M0072_1.02_REV_6	0	AP2
M0072_1.02_REV_4	0	AP2
M0072_1.02_REV_4_OC_P_LEAF	0	AP2
M0072_1.02_REV_7	0	AP2
M0073_1.02_REV_4_OC_P_LEAF	0	AP2
M0073_1.02_FWD_1_OC_P_LEAF	0	AP2
M0073_1.02_REV_2	0	AP2
M0073_1.02_REV_1	0	AP2
M0073_1.02_REV_5_OC_P_ROOT	0	AP2
M0073_1.02_FWD_4_OC_P_ROOT	0	AP2
M0073_1.02_FWD_1	0	AP2
M0073_1.02_REV_3_OC_P_ROOT	0	AP2
M0073_1.02_REV_5	0	AP2
M0073_1.02_REV_2_OC_P_LEAF	0	AP2
M0073_1.02_FWD_6_OC_P_LEAF	0	AP2
M0073_1.02_REV_6	0	AP2
M0073_1.02_FWD_6	0	AP2
M0073_1.02_REV_6_OC_P_LEAF	0	AP2
M0073_1.02_FWD_5	0	AP2
M0073_1.02_FWD_4_OC_P_LEAF	0	AP2
M0073_1.02_FWD_7_OC_P_LEAF	0	AP2
M0073_1.02_FWD_5_OC_P_ROOT	0	AP2
M0073_1.02_FWD_4	0	AP2
M0073_1.02_REV_4_OC_P_ROOT	0	AP2
M0073_1.02_REV_3	0	AP2
M0073_1.02_FWD_7	0	AP2
M0073_1.02_FWD_1_OC_P_ROOT	0	AP2
M0073_1.02_REV_5_OC_P_LEAF	0	AP2
M0073_1.02_REV_4	0	AP2
M0073_1.02_REV_1_OC_P_LEAF	0	AP2
M0073_1.02_FWD_6_OC_P_ROOT	0	AP2
M0073_1.02_REV_2_OC_P_ROOT	0	AP2
M0073_1.02_REV_6_OC_P_ROOT	0	AP2
M0073_1.02_REV_1_OC_P_ROOT	0	AP2
M0073_1.02_FWD_2_OC_P_LEAF	0	AP2
M0073_1.02_FWD_3_OC_P_LEAF	0	AP2
M0073_1.02_FWD_2_OC_P_ROOT	0	AP2
M0073_1.02_FWD_3_OC_P_ROOT	0	AP2
M0073_1.02_REV_3_OC_P_LEAF	0	AP2
M0073_1.02_FWD_5_OC_P_LEAF	0	AP2
M0073_1.02_REV_7_OC_P_ROOT	0	AP2
M0073_1.02_FWD_7_OC_P_ROOT	0	AP2
M0073_1.02_FWD_2	0	AP2
M0073_1.02_FWD_3	0	AP2
M0073_1.02_REV_7	0	AP2
M00735_ZAP1_01_REV_2_OC_P_LEAF	0	WRKY
M00735_ZAP1_01_REV_2_OC_P_ROOT	0	WRKY
M00735_ZAP1_01_REV_2	0	WRKY
M00735_ZAP1_01_REV_1_OC_P_ROOT	0	WRKY
M00735_ZAP1_01_REV_6_OC_P_ROOT	0	WRKY
M00735_ZAP1_01_FWD_2_OC_P_ROOT	0	WRKY
M00735_ZAP1_01_REV_4_OC_P_ROOT	0	WRKY
M00735_ZAP1_01_FWD_3_OC_P_ROOT	0	WRKY
M00735_ZAP1_01_REV_1_OC_P_LEAF	0	WRKY
M00735_ZAP1_01_REV_3	0	WRKY
M00735_ZAP1_01_FWD_2	0	WRKY
M00735_ZAP1_01_FWD_5_OC_P_ROOT	0	WRKY
M00735_ZAP1_01_FWD_6_OC_P_ROOT	0	WRKY
M00735_ZAP1_01_FWD_7_OC_P_ROOT	0	WRKY
M00735_ZAP1_01_REV_7	0	WRKY
M00735_ZAP1_01_FWD_2_OC_P_LEAF	0	WRKY
M00735_ZAP1_01_FWD_5	0	WRKY
M00735_ZAP1_01_REV_5	0	WRKY
M00735_ZAP1_01_FWD_4_OC_P_LEAF	0	WRKY
M00735_ZAP1_01_REV_6	0	WRKY
M00735_ZAP1_01_REV_5_OC_P_LEAF	0	WRKY
M00735_ZAP1_01_REV_3_OC_P_LEAF	0	WRKY
M00735_ZAP1_01_REV_4_OC_P_LEAF	0	WRKY
M00735_ZAP1_01_FWD_5_OC_P_LEAF	0	WRKY
M00735_ZAP1_01_REV_6_OC_P_LEAF	0	WRKY
M00735_ZAP1_01_FWD_3	0	WRKY
M00735_ZAP1_01_REV_7_OC_P_ROOT	0	WRKY
M00735_ZAP1_01_FWD_1_OC_P_LEAF	0	WRKY
M00735_ZAP1_01_FWD_4	0	WRKY
M00735_ZAP1_01_FWD_1	0	WRKY
M00735_ZAP1_01_FWD_6_OC_P_LEAF	0	WRKY
M00735_ZAP1_01_FWD_6	0	WRKY
M00735_ZAP1_01_FWD_4_OC_P_ROOT	0	WRKY
M00735_ZAP1_01_REV_7_OC_P_LEAF	0	WRKY
M00735_ZAP1_01_FWD_7_OC_P_LEAF	0	WRKY
M00735_ZAP1_01_FWD_1_OC_P_ROOT	0	WRKY
M00735_ZAP1_01_REV_3_OC_P_ROOT	0	WRKY
M00735_ZAP1_01_FWD_3_OC_P_LEAF	0	WRKY
M00735_ZAP1_01_REV_1	0	WRKY
M00735_ZAP1_01_REV_4	0	WRKY
M00735_ZAP1_01_FWD_7	0	WRKY
M00735_ZAP1_01_REV_5_OC_P_ROOT	0	WRKY
M0078_1.02_REV_5_OC_P_LEAF	0	B3
M0078_1.02_REV_5_OC_P_LEAF	0	AP2,B3
M0078_1.02_FWD_4	0	B3
M0078_1.02_FWD_4	0	AP2,B3
M0078_1.02_FWD_6	0	B3
M0078_1.02_FWD_6	0	AP2,B3
M0078_1.02_FWD_3_OC_P_LEAF	0	B3
M0078_1.02_FWD_3_OC_P_LEAF	0	AP2,B3
M0078_1.02_REV_6_OC_P_ROOT	0	B3
M0078_1.02_REV_6_OC_P_ROOT	0	AP2,B3
M0078_1.02_REV_7_OC_P_LEAF	0	B3
M0078_1.02_REV_7_OC_P_LEAF	0	AP2,B3
M0078_1.02_REV_1_OC_P_ROOT	0	B3
M0078_1.02_REV_1_OC_P_ROOT	0	AP2,B3
M0078_1.02_REV_2_OC_P_ROOT	0	B3
M0078_1.02_REV_2_OC_P_ROOT	0	AP2,B3
M0078_1.02_REV_7	0	B3
M0078_1.02_REV_7	0	AP2,B3
M0078_1.02_FWD_5_OC_P_ROOT	0	B3
M0078_1.02_FWD_5_OC_P_ROOT	0	AP2,B3
M0078_1.02_FWD_5_OC_P_LEAF	0	B3
M0078_1.02_FWD_5_OC_P_LEAF	0	AP2,B3
M0078_1.02_REV_5_OC_P_ROOT	0	B3
M0078_1.02_REV_5_OC_P_ROOT	0	AP2,B3
M0078_1.02_FWD_4_OC_P_ROOT	0	B3
M0078_1.02_FWD_4_OC_P_ROOT	0	AP2,B3
M0078_1.02_FWD_7	0	B3
M0078_1.02_FWD_7	0	AP2,B3
M0078_1.02_REV_6_OC_P_LEAF	0	B3
M0078_1.02_REV_6_OC_P_LEAF	0	AP2,B3
M0078_1.02_FWD_6_OC_P_LEAF	0	B3
M0078_1.02_FWD_6_OC_P_LEAF	0	AP2,B3
M0078_1.02_REV_2	0	B3
M0078_1.02_REV_2	0	AP2,B3
M0078_1.02_REV_3_OC_P_ROOT	0	B3
M0078_1.02_REV_3_OC_P_ROOT	0	AP2,B3
M0078_1.02_FWD_3	0	B3
M0078_1.02_FWD_3	0	AP2,B3
M0078_1.02_REV_3_OC_P_LEAF	0	B3
M0078_1.02_REV_3_OC_P_LEAF	0	AP2,B3
M0078_1.02_REV_4_OC_P_LEAF	0	B3
M0078_1.02_REV_4_OC_P_LEAF	0	AP2,B3
M0078_1.02_REV_2_OC_P_LEAF	0	B3
M0078_1.02_REV_2_OC_P_LEAF	0	AP2,B3
M0078_1.02_REV_1	0	B3
M0078_1.02_REV_1	0	AP2,B3
M0078_1.02_FWD_7_OC_P_LEAF	0	B3
M0078_1.02_FWD_7_OC_P_LEAF	0	AP2,B3
M0078_1.02_REV_3	0	B3
M0078_1.02_REV_3	0	AP2,B3
M0078_1.02_FWD_2_OC_P_ROOT	0	B3
M0078_1.02_FWD_2_OC_P_ROOT	0	AP2,B3
M0078_1.02_REV_4_OC_P_ROOT	0	B3
M0078_1.02_REV_4_OC_P_ROOT	0	AP2,B3
M0078_1.02_FWD_2	0	B3
M0078_1.02_FWD_2	0	AP2,B3
M0078_1.02_FWD_1_OC_P_LEAF	0	B3
M0078_1.02_FWD_1_OC_P_LEAF	0	AP2,B3
M0078_1.02_FWD_6_OC_P_ROOT	0	B3
M0078_1.02_FWD_6_OC_P_ROOT	0	AP2,B3
M0078_1.02_FWD_1	0	B3
M0078_1.02_FWD_1	0	AP2,B3
M0078_1.02_FWD_2_OC_P_LEAF	0	B3
M0078_1.02_FWD_2_OC_P_LEAF	0	AP2,B3
M0080_1.02_FWD_4_OC_P_ROOT	0	AP2,B3
M0080_1.02_FWD_3_OC_P_LEAF	0	AP2,B3
M0080_1.02_FWD_3_OC_P_ROOT	0	AP2,B3
M0080_1.02_FWD_1_OC_P_ROOT	0	AP2,B3
M0080_1.02_FWD_5_OC_P_ROOT	0	AP2,B3
M0080_1.02_FWD_4	0	AP2,B3
M0080_1.02_FWD_2_OC_P_ROOT	0	AP2,B3
M0080_1.02_FWD_2_OC_P_LEAF	0	AP2,B3
M0080_1.02_FWD_6_OC_P_LEAF	0	AP2,B3
M0080_1.02_FWD_5_OC_P_LEAF	0	AP2,B3
M0080_1.02_FWD_7_OC_P_LEAF	0	AP2,B3
M0080_1.02_FWD_4_OC_P_LEAF	0	AP2,B3
M0080_1.02_FWD_6_OC_P_ROOT	0	AP2,B3
M0080_1.02_FWD_7_OC_P_ROOT	0	AP2,B3
M0081_1.02_FWD_2_OC_P_ROOT	0	AP2,B3
M0081_1.02_FWD_1_OC_P_ROOT	0	AP2,B3
M0081_1.02_FWD_3_OC_P_ROOT	0	AP2,B3
M0081_1.02_FWD_2_OC_P_LEAF	0	AP2,B3
M0081_1.02_FWD_2	0	AP2,B3
M0081_1.02_FWD_6_OC_P_ROOT	0	AP2,B3
M0081_1.02_FWD_7	0	AP2,B3
M0081_1.02_FWD_6	0	AP2,B3
M0081_1.02_FWD_3_OC_P_LEAF	0	AP2,B3
M0081_1.02_FWD_6_OC_P_LEAF	0	AP2,B3
M0081_1.02_FWD_5	0	AP2,B3
M0081_1.02_FWD_3	0	AP2,B3
M0081_1.02_FWD_4_OC_P_ROOT	0	AP2,B3
M0081_1.02_FWD_5_OC_P_LEAF	0	AP2,B3
M0081_1.02_FWD_7_OC_P_ROOT	0	AP2,B3
M0081_1.02_FWD_1_OC_P_LEAF	0	AP2,B3
M0081_1.02_FWD_4	0	AP2,B3
M0081_1.02_FWD_1	0	AP2,B3
M00949_AGL15_01_REV_6_OC_P_LEAF	0	MADS
M00949_AGL15_01_REV_6_OC_P_LEAF	0	MADS-box
M00949_AGL15_01_REV_6_OC_P_ROOT	0	MADS
M00949_AGL15_01_REV_6_OC_P_ROOT	0	MADS-box
M00949_AGL15_01_REV_3_OC_P_ROOT	0	MADS
M00949_AGL15_01_REV_3_OC_P_ROOT	0	MADS-box
M00949_AGL15_01_REV_5_OC_P_LEAF	0	MADS
M00949_AGL15_01_REV_5_OC_P_LEAF	0	MADS-box
M00949_AGL15_01_REV_2_OC_P_LEAF	0	MADS
M00949_AGL15_01_REV_2_OC_P_LEAF	0	MADS-box
M00949_AGL15_01_FWD_3_OC_P_LEAF	0	MADS
M00949_AGL15_01_FWD_3_OC_P_LEAF	0	MADS-box
M00949_AGL15_01_REV_3	0	MADS
M00949_AGL15_01_REV_3	0	MADS-box
M00949_AGL15_01_FWD_6_OC_P_LEAF	0	MADS
M00949_AGL15_01_FWD_6_OC_P_LEAF	0	MADS-box
M00949_AGL15_01_FWD_4	0	MADS
M00949_AGL15_01_FWD_4	0	MADS-box
M00949_AGL15_01_REV_2	0	MADS
M00949_AGL15_01_REV_2	0	MADS-box
M00949_AGL15_01_REV_1_OC_P_ROOT	0	MADS
M00949_AGL15_01_REV_1_OC_P_ROOT	0	MADS-box
M00949_AGL15_01_FWD_7_OC_P_ROOT	0	MADS
M00949_AGL15_01_FWD_7_OC_P_ROOT	0	MADS-box
M00949_AGL15_01_REV_4_OC_P_ROOT	0	MADS
M00949_AGL15_01_REV_4_OC_P_ROOT	0	MADS-box
M00949_AGL15_01_REV_4_OC_P_LEAF	0	MADS
M00949_AGL15_01_REV_4_OC_P_LEAF	0	MADS-box
M00949_AGL15_01_FWD_3	0	MADS
M00949_AGL15_01_FWD_3	0	MADS-box
M00949_AGL15_01_REV_1	0	MADS
M00949_AGL15_01_REV_1	0	MADS-box
M00949_AGL15_01_FWD_5_OC_P_LEAF	0	MADS
M00949_AGL15_01_FWD_5_OC_P_LEAF	0	MADS-box
M00949_AGL15_01_FWD_7_OC_P_LEAF	0	MADS
M00949_AGL15_01_FWD_7_OC_P_LEAF	0	MADS-box
M00949_AGL15_01_FWD_3_OC_P_ROOT	0	MADS
M00949_AGL15_01_FWD_3_OC_P_ROOT	0	MADS-box
M00949_AGL15_01_FWD_6_OC_P_ROOT	0	MADS
M00949_AGL15_01_FWD_6_OC_P_ROOT	0	MADS-box
M00949_AGL15_01_REV_2_OC_P_ROOT	0	MADS
M00949_AGL15_01_REV_2_OC_P_ROOT	0	MADS-box
M00949_AGL15_01_REV_5	0	MADS
M00949_AGL15_01_REV_5	0	MADS-box
M00949_AGL15_01_REV_6	0	MADS
M00949_AGL15_01_REV_6	0	MADS-box
M00949_AGL15_01_REV_5_OC_P_ROOT	0	MADS
M00949_AGL15_01_REV_5_OC_P_ROOT	0	MADS-box
M00949_AGL15_01_FWD_5_OC_P_ROOT	0	MADS
M00949_AGL15_01_FWD_5_OC_P_ROOT	0	MADS-box
M00949_AGL15_01_REV_7_OC_P_ROOT	0	MADS
M00949_AGL15_01_REV_7_OC_P_ROOT	0	MADS-box
M00949_AGL15_01_FWD_2_OC_P_ROOT	0	MADS
M00949_AGL15_01_FWD_2_OC_P_ROOT	0	MADS-box
M00949_AGL15_01_REV_3_OC_P_LEAF	0	MADS
M00949_AGL15_01_REV_3_OC_P_LEAF	0	MADS-box
M00949_AGL15_01_FWD_5	0	MADS
M00949_AGL15_01_FWD_5	0	MADS-box
M00949_AGL15_01_FWD_7	0	MADS
M00949_AGL15_01_FWD_7	0	MADS-box
M00949_AGL15_01_FWD_1_OC_P_LEAF	0	MADS
M00949_AGL15_01_FWD_1_OC_P_LEAF	0	MADS-box
M00949_AGL15_01_FWD_4_OC_P_ROOT	0	MADS
M00949_AGL15_01_FWD_4_OC_P_ROOT	0	MADS-box
M00949_AGL15_01_REV_4	0	MADS
M00949_AGL15_01_REV_4	0	MADS-box
M00949_AGL15_01_REV_1_OC_P_LEAF	0	MADS
M00949_AGL15_01_REV_1_OC_P_LEAF	0	MADS-box
M00949_AGL15_01_FWD_1_OC_P_ROOT	0	MADS
M00949_AGL15_01_FWD_1_OC_P_ROOT	0	MADS-box
M00949_AGL15_01_FWD_4_OC_P_LEAF	0	MADS
M00949_AGL15_01_FWD_4_OC_P_LEAF	0	MADS-box
M00949_AGL15_01_REV_7_OC_P_LEAF	0	MADS
M00949_AGL15_01_REV_7_OC_P_LEAF	0	MADS-box
M00949_AGL15_01_REV_7	0	MADS
M00949_AGL15_01_REV_7	0	MADS-box
M00949_AGL15_01_FWD_1	0	MADS
M00949_AGL15_01_FWD_1	0	MADS-box
M00949_AGL15_01_FWD_6	0	MADS
M00949_AGL15_01_FWD_6	0	MADS-box
M00949_AGL15_01_FWD_2_OC_P_LEAF	0	MADS
M00949_AGL15_01_FWD_2_OC_P_LEAF	0	MADS-box
M00968_ATMYB77_01_FWD_1_OC_P_ROOT	0	MYB
M00968_ATMYB77_01_REV_5_OC_P_LEAF	0	MYB
M00968_ATMYB77_01_FWD_5_OC_P_LEAF	0	MYB
M00968_ATMYB77_01_REV_7_OC_P_LEAF	0	MYB
M00968_ATMYB77_01_FWD_6	0	MYB
M00968_ATMYB77_01_FWD_7	0	MYB
M00968_ATMYB77_01_REV_5	0	MYB
M00968_ATMYB77_01_FWD_2_OC_P_ROOT	0	MYB
M00968_ATMYB77_01_REV_1_OC_P_ROOT	0	MYB
M00968_ATMYB77_01_FWD_6_OC_P_LEAF	0	MYB
M00968_ATMYB77_01_FWD_1	0	MYB
M00968_ATMYB77_01_REV_6	0	MYB
M00968_ATMYB77_01_FWD_7_OC_P_ROOT	0	MYB
M00968_ATMYB77_01_REV_1_OC_P_LEAF	0	MYB
M00968_ATMYB77_01_FWD_5	0	MYB
M00968_ATMYB77_01_FWD_2	0	MYB
M00968_ATMYB77_01_FWD_6_OC_P_ROOT	0	MYB
M00968_ATMYB77_01_REV_4_OC_P_ROOT	0	MYB
M00968_ATMYB77_01_REV_5_OC_P_ROOT	0	MYB
M00968_ATMYB77_01_REV_7_OC_P_ROOT	0	MYB
M00968_ATMYB77_01_FWD_4_OC_P_ROOT	0	MYB
M00968_ATMYB77_01_REV_6_OC_P_LEAF	0	MYB
M00968_ATMYB77_01_FWD_1_OC_P_LEAF	0	MYB
M00968_ATMYB77_01_REV_1	0	MYB
M00968_ATMYB77_01_FWD_5_OC_P_ROOT	0	MYB
M00968_ATMYB77_01_FWD_4	0	MYB
M00968_ATMYB77_01_FWD_7_OC_P_LEAF	0	MYB
M00968_ATMYB77_01_REV_6_OC_P_ROOT	0	MYB
M00968_ATMYB77_01_REV_2_OC_P_LEAF	0	MYB
M00968_ATMYB77_01_REV_3_OC_P_LEAF	0	MYB
M00968_ATMYB77_01_REV_2_OC_P_ROOT	0	MYB
M00968_ATMYB77_01_REV_4_OC_P_LEAF	0	MYB
M00968_ATMYB77_01_REV_4	0	MYB
M00968_ATMYB77_01_REV_3_OC_P_ROOT	0	MYB
M00968_ATMYB77_01_REV_7	0	MYB
M00968_ATMYB77_01_FWD_4_OC_P_LEAF	0	MYB
M00968_ATMYB77_01_REV_2	0	MYB
M00968_ATMYB77_01_FWD_3_OC_P_LEAF	0	MYB
M00968_ATMYB77_01_REV_3	0	MYB
M00968_ATMYB77_01_FWD_3	0	MYB
M00968_ATMYB77_01_FWD_3_OC_P_ROOT	0	MYB
M00968_ATMYB77_01_FWD_2_OC_P_LEAF	0	MYB
M01050_ARR10_01_FWD_2	0	ARR-B
M01050_ARR10_01_FWD_2	0	Response Regulator
M01050_ARR10_01_FWD_1_OC_P_ROOT	0	ARR-B
M01050_ARR10_01_FWD_1_OC_P_ROOT	0	Response Regulator
M01050_ARR10_01_FWD_3_OC_P_LEAF	0	ARR-B
M01050_ARR10_01_FWD_3_OC_P_LEAF	0	Response Regulator
M01050_ARR10_01_REV_6	0	ARR-B
M01050_ARR10_01_REV_6	0	Response Regulator
M01050_ARR10_01_REV_7	0	ARR-B
M01050_ARR10_01_REV_7	0	Response Regulator
M01050_ARR10_01_FWD_6	0	ARR-B
M01050_ARR10_01_FWD_6	0	Response Regulator
M01050_ARR10_01_REV_1_OC_P_ROOT	0	ARR-B
M01050_ARR10_01_REV_1_OC_P_ROOT	0	Response Regulator
M01050_ARR10_01_FWD_1_OC_P_LEAF	0	ARR-B
M01050_ARR10_01_FWD_1_OC_P_LEAF	0	Response Regulator
M01050_ARR10_01_FWD_7_OC_P_LEAF	0	ARR-B
M01050_ARR10_01_FWD_7_OC_P_LEAF	0	Response Regulator
M01050_ARR10_01_REV_5_OC_P_ROOT	0	ARR-B
M01050_ARR10_01_REV_5_OC_P_ROOT	0	Response Regulator
M01050_ARR10_01_FWD_2_OC_P_LEAF	0	ARR-B
M01050_ARR10_01_FWD_2_OC_P_LEAF	0	Response Regulator
M01050_ARR10_01_REV_6_OC_P_LEAF	0	ARR-B
M01050_ARR10_01_REV_6_OC_P_LEAF	0	Response Regulator
M01050_ARR10_01_REV_2_OC_P_ROOT	0	ARR-B
M01050_ARR10_01_REV_2_OC_P_ROOT	0	Response Regulator
M01050_ARR10_01_FWD_1	0	ARR-B
M01050_ARR10_01_FWD_1	0	Response Regulator
M01050_ARR10_01_FWD_7_OC_P_ROOT	0	ARR-B
M01050_ARR10_01_FWD_7_OC_P_ROOT	0	Response Regulator
M01050_ARR10_01_FWD_2_OC_P_ROOT	0	ARR-B
M01050_ARR10_01_FWD_2_OC_P_ROOT	0	Response Regulator
M01050_ARR10_01_REV_1	0	ARR-B
M01050_ARR10_01_REV_1	0	Response Regulator
M01050_ARR10_01_REV_2_OC_P_LEAF	0	ARR-B
M01050_ARR10_01_REV_2_OC_P_LEAF	0	Response Regulator
M01050_ARR10_01_REV_3_OC_P_ROOT	0	ARR-B
M01050_ARR10_01_REV_3_OC_P_ROOT	0	Response Regulator
M01050_ARR10_01_REV_5	0	ARR-B
M01050_ARR10_01_REV_5	0	Response Regulator
M01050_ARR10_01_REV_4_OC_P_LEAF	0	ARR-B
M01050_ARR10_01_REV_4_OC_P_LEAF	0	Response Regulator
M01050_ARR10_01_REV_5_OC_P_LEAF	0	ARR-B
M01050_ARR10_01_REV_5_OC_P_LEAF	0	Response Regulator
M01050_ARR10_01_FWD_6_OC_P_LEAF	0	ARR-B
M01050_ARR10_01_FWD_6_OC_P_LEAF	0	Response Regulator
M01050_ARR10_01_FWD_6_OC_P_ROOT	0	ARR-B
M01050_ARR10_01_FWD_6_OC_P_ROOT	0	Response Regulator
M01050_ARR10_01_FWD_4_OC_P_ROOT	0	ARR-B
M01050_ARR10_01_FWD_4_OC_P_ROOT	0	Response Regulator
M01050_ARR10_01_REV_3_OC_P_LEAF	0	ARR-B
M01050_ARR10_01_REV_3_OC_P_LEAF	0	Response Regulator
M01050_ARR10_01_REV_1_OC_P_LEAF	0	ARR-B
M01050_ARR10_01_REV_1_OC_P_LEAF	0	Response Regulator
M01050_ARR10_01_REV_7_OC_P_ROOT	0	ARR-B
M01050_ARR10_01_REV_7_OC_P_ROOT	0	Response Regulator
M01050_ARR10_01_FWD_5_OC_P_LEAF	0	ARR-B
